Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
Phase 4 - resting membrane potential	R-HSA-5576886	0.5758840095692848	1.1036011137816928	0.26976620784308425	1.0	0.463078850174105	7	KCNJ2,KCNK3	KCNK9,KCNK13,KCNK2,KCNK4,KCNK5,KCNJ2,KCNJ4,KCNJ14,KCNK16,KCNK18,KCNK3,KCNK17,KCNJ12,KCNK10,KCNK6,KCNK7,KCNK12,KCNK1
p75NTR recruits signalling complexes	R-HSA-209543	0.5750423799645762	1.099599271730149	0.2715067594274436	1.0	0.46480353303233174	7		MYD88,UBA52,NGFR,UBB,IKBKB,UBC,RPS27A,PRKCI,RIPK2,NGF,IRAK1,TRAF6
MAP3K8 (TPL2)-dependent MAPK1/3 activation	R-HSA-5684264	0.5387938963467618	1.0994630646187777	0.27156613606593893	1.0	0.46480353303233174	11		IKBKB,MAP2K1,TNIP2,SKP1,BTRC,CUL1,IKBKG,UBA52,CHUK,UBC,NFKB1,MAP3K8,RPS27A,MAP2K4,FBXW11
Dissolution of Fibrin Clot	R-HSA-75205	0.5281374217294279	1.0975394216656629	0.27240565768402725	1.0	0.4655587921529647	6		PLAUR,PLG,SERPINE1,SERPINB6,SERPINE2,PLAT,S100A10,SERPINB8,SERPINF2,HRG,ANXA2,PLAU
Xenobiotics	R-HSA-211981	0.5281391158529744	1.0962019766109372	0.2729903948132739	1.0	0.4658770387397332	12	CYP2A6,AHR	CYP2A6,CYP3A5,CYP2C8,CYP2C19,CYP2C9,CYP2E1,CYP2J2,ARNT,CYP2B6,CYP3A43,CYP3A7,CYP2F1,CYP1A1,AHR,CYP2D6,CYP2S1,CYP2W1,CYP3A4,ARNT2,CYP2C18,CYP2A13
Keratan sulfate biosynthesis	R-HSA-2022854	0.5373395346408735	1.0918784496826612	0.274886531122863	1.0	0.4684290887501849	11	B3GNT2,ACAN	ST3GAL3,B3GNT2,OGN,B4GALT6,B4GALT2,B4GALT4,ST3GAL2,ST3GAL1,ST3GAL6,PRELP,B4GALT5,B3GNT7,ST3GAL4,LUM,B3GNT4,FMOD,B3GNT3,CHST2,KERA,CHST5,OMD,ACAN,B4GAT1,CHST1,B4GALT3,CHST6,SLC35D2
Pyrimidine catabolism	R-HSA-73621	0.4810919810268465	1.0887863400353186	0.27624811678505057	1.0	0.47006411720774977	5		UPB1,NT5C1A,DPYS,AGXT2,NT5M,NT5C,UPP2,UPP1,TYMP,DPYD,NT5C3A
Regulation of TP53 Activity through Phosphorylation	R-HSA-6804756	0.535385190887046	1.0851508137623802	0.2778548648221071	1.0	0.47169461394543477	41	TP53,RPA1,EXO1,CHEK2,PRKAG2,MDM4,MAPKAPK5	BLM,UBB,BRCA1,CDK5,RPA1,RHNO1,MAPKAPK5,TAF4B,RAD9B,PRKAG2,PRKAB2,BRIP1,RMI1,PRKAG1,TAF3,UBA52,STK11,CHEK1,HUS1,EXO1,CCNA1,RPS27A,TP53,RFC5,PRKAG3,RAD1,NOC2L,AURKA,MDM2,TOPBP1,PLK3,DYRK2,TPX2,PRKAA1,DNA2,TAF11,TAF13,TP53INP1,TAF5,RAD9A,AURKB,MAPK14,TAF1,TAF6,TAF15,CSNK2B,TAF4,WRN,PRKAB1,TAF12,RFC3,TAF7L,MRE11,ATR,CDK2,RFC2,RPA2,CHEK2,RAD17,TAF9B,HIPK1,TAF2,RAD50,CCNA2,TAF9,RMI2,RFC4,CDK5R1,SSRP1,HIPK2,PRKAA2,TAF7,TBP,SUPT16H,MDM4,MAPK11,NUAK1,ATRIP,TP53RK,BARD1,TAF1L,CSNK2A2,RBBP8,TAF10,UBC,TOP3A,CSNK2A1,PIN1,NBN,KAT5,RPA3
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	R-HSA-8939243	0.5235786581663053	1.0847930252973625	0.27801333533653083	1.0	0.47169461394543477	24	RUNX1,SMARCA4,SMARCE1,EP300,ARID1B,ARID1A,AUTS2	SMARCC1,PCGF5,CBFB,SMARCD1,RING1,ACTL6A,SMARCA2,HIPK2,ARID2,SMARCD2,CBX8,BMI1,CBX6,YAF2,SMARCB1,PBRM1,AUTS2,PHC1,SMARCD3,ACTL6B,SMARCE1,RYBP,RNF2,ARID1B,SMARCC2,RUNX1,CSNK2A2,PHC3,CBX2,ARID1A,CBX4,SCMH1,CSNK2A1,SMARCA4,CSNK2B,EP300
FGFRL1 modulation of FGFR1 signaling	R-HSA-5658623	0.5625352141719431	1.0798821837996557	0.28019464789381376	1.0	0.474706584620099	8	FGF5	SPRED1,FGF2,FGF8,FGF22,FGF17,FGF4,FGF5,FGF18,FGF3,FGF23,FGF10,FGFRL1
Regulation of MITF-M-dependent genes involved in apoptosis	R-HSA-9824594	0.5336974478635741	1.0728262964653965	0.28334905987654047	1.0	0.4793560795885323	11	TNRC6B,BCL2,MITF	POU3F2,BCL2A1,AGO4,TRPM1,TNRC6A,BIRC7,MOV10,TNRC6B,HINT1,DICER1,AGO1,HDAC1,AGO3,SIN3A,BCL2,TNRC6C,MIR211,MITF
G2/M Checkpoints	R-HSA-69481	0.5191892236709761	1.0699870224835275	0.2846251501904704	1.0	0.4805210456924283	17	PSMA4,TP53	PSMB5,PSMA6,ADRM1,UBB,PSMD8,PSMD3,PSMD13,PSMB3,PSMD1,PSMC6,PSMA4,PSMB2,UBA52,PSMA7,GTSE1,PSMC4,PSMD6,PSMA1,PSMC3,RPS27A,TP53,PSMC5,PSMB4,PSMD11,PSMA2,PSMC1,PSMD7,SEM1,PSMA3,PSMC2,PSMD14,PSMA5,PSMD2,PSMD12,UBC,PSMB1,PSMB6
Activation of BAD and translocation to mitochondria	R-HSA-111447	0.5683848835622833	1.0678096654159897	0.28560637726629823	1.0	0.4805210456924283	7		SFN,YWHAE,YWHAZ,AKT2,YWHAG,AKT3,YWHAH,BAD,PPP3R1,YWHAB,PPP3CC,BID,BCL2,AKT1
Attachment and Entry	R-HSA-9694614	0.5513320327297323	1.0677093174071668	0.2856516542000629	1.0	0.4805210456924283	9	GPC5,FURIN	HAVCR1,GPC1,ACE2,FURIN,GPC4,AGRN,GPC5,SDC1,GPC2,HSPG2,VCP,NRP1,GPC6,CTSL,SDC2,GPC3,SDC3,SDC4
Downregulation of ERBB2 signaling	R-HSA-8863795	0.52232981155894	1.0676423163267321	0.2856818877298868	1.0	0.4805210456924283	13	ERBB4	EREG,MATK,NRG1,UBB,ERBB3,PTPN12,BTC,CDC37,ERBB4,NRG2,HSP90AA1,EGFR,UBA52,NRG3,HBEGF,UBC,RPS27A,CUL5,ERBB2,PTPN18,NRG4,ERBIN,STUB1
"""Regulation of TBK1, IKKε-mediated activation of IRF3, IRF7 upon TLR3 ligation"	R-HSA-9828211	0.5677197220757474	1.0646203267849395	0.2870477775581679	1.0	0.48212478730675035	7	TRAF3,IKBKE	"TANK,UBB,TLR3,TRAF3,UBC,TBK1,IKBKE,OPTN,RPS27A,TICAM1"""
Heme signaling	R-HSA-9707616	0.5292318487793398	1.0591691345885668	0.2895227590853231	1.0	0.4855840823109651	35	RORA,MEF2C,APOB,RAI1,PPARGC1A,HELZ2,NRIP1,CRTC1,HBB,BMAL1,NCOA2,MEF2D,TBL1XR1	NCOA1,MEF2D,APOB,PPARGC1A,LY96,NR1D1,BMAL1,HBB,NFE2L2,RXRA,RAI1,TBL1X,TGS1,HMOX1,MAFK,CREBBP,MEF2C,CRTC1,HDAC3,CLEC1B,HBA2,SLC46A1,NRIP1,BACH1,NCOR1,CRTC3,CREB1,RORA,SMARCD3,USP46,HELZ2,TLR4,XPO1,ATF2,NCOA6,PPARA,CARM1,CRTC2,CLOCK,NCOA2,CHD9,SIRT1,NPAS2,MED1,TBL1XR1,HBA1,PGRMC2,APOA1
Processive synthesis on the C-strand of the telomere	R-HSA-174414	0.47548309178740455	1.0572476108196995	0.29039859605473484	1.0	0.48622458919691963	5	TERF1,POLD3,POLD1,POT1	BLM,TERF1,PCNA,LIG1,ACD,POLD3,POLD4,POLD1,TERF2IP,POT1,TERF2,TINF2,POLD2
RUNX3 Regulates Immune Response and Cell Migration	R-HSA-8949275	0.47535194031885375	1.0565072801270399	0.2907365165514515	1.0	0.48622458919691963	5		CBFB,ITGA4,RORC,ITGAL,SPP1
Generation of second messenger molecules	R-HSA-202433	0.5196565902056434	1.0506094365744372	0.29343800523158436	1.0	0.4900414687367459	12	ZAP70,NCK1,CD247,PLCG2	HLA-DRB4,HLA-DPB1,HLA-DPA1,ZAP70,GRAP2,TRAV8-4,LCK,TRBV7-9,PLCG2,CD3D,LAT,TRAV29DV5,HLA-DRB1,PAK2,VASP,HLA-DRB3,CD101,CD3E,CD4,HLA-DRB5,EVL,PLCG1,HLA-DQB2,PAK1,CD3G,WAS,LCP2,FYB1,HLA-DRA,NCK1,CD247,HLA-DQA1,ENAH,HLA-DQA2,PAK3,ITK,TRAV19
Intrinsic Pathway of Fibrin Clot Formation	R-HSA-140837	0.5185411565715726	1.0470571251965266	0.29507323211020076	1.0	0.49205389025782026	13	F2	SERPING1,GP1BB,F10,GP9,SERPINC1,F12,PRCP,F9,F8,F2,KLKB1,C1QBP,F11,SERPIND1,SERPINE2,KNG1,VWF,SERPINA5,GP5,PROC,GP1BA,A2M
Downstream signal transduction	R-HSA-186763	0.5106703397487771	1.0460798741411914	0.2955241563864295	1.0	0.49205389025782026	20	PDGFB,STAT3,PTPN11,PIK3R1,NCK1,STAT6,PLCG1	HRAS,PIK3CB,PTPN11,STAT1,STAT5B,RAPGEF1,PDGFRB,SOS1,KRAS,PDGFA,NRAS,STAT6,PDGFB,SRC,NCK2,GRB2,CRKL,BCAR1,PLCG1,PDGFRA,PIK3R1,RASA1,STAT5A,NCK1,STAT3,CRK,PIK3CA,GRB7
Chromatin modifying enzymes	R-HSA-3247509	0.5180351763833861	1.045253540652576	0.29590580397882604	1.0	0.49205389025782026	6	SMARCA4,BRWD1	H3C2,H3C7,H3C1,PADI1,BRWD1,H3C13,PADI2,H3C10,PADI3,H3C12,PADI6,H3C11,PADI4,H3C6,H3C4,H3C8,H3C14,SMARCA4,H3C15
NR1H2 & NR1H3 regulate gene expression linked to lipogenesis	R-HSA-9029558	0.517818275998914	1.0441237432310135	0.2964281420873043	1.0	0.4922222984375834	6	NRIP1	NRIP1,SCD,ANGPTL3,NR1H2,RXRB,FASN,NR1H3,RXRA
Collagen degradation	R-HSA-1442490	0.5281898694150372	1.0407636736712451	0.2979852433403003	1.0	0.49410602760966105	41	COL11A1,FURIN,COL4A2,COL4A3,COL4A1	ADAM17,MMP19,COL23A1,COL11A1,COL25A1,COL3A1,MMP14,COL1A2,COL5A2,COL6A5,MMP13,COL19A1,MMP12,COL7A1,CTSL,MMP11,MMP20,CTSD,COL9A3,COL4A2,COL1A1,COL26A1,COL11A2,COL8A1,COL6A1,COL4A4,MMP10,COL5A3,COL9A2,ADAM10,COL12A1,COL18A1,COL13A1,MMP3,TMPRSS6,PHYKPL,COL4A5,COL6A6,COL4A3,COL8A2,COL4A6,COL6A2,PRSS2,COL15A1,COL5A1,MMP8,COL14A1,CTSB,COL2A1,COL17A1,ELANE,COL16A1,MMP1,FURIN,MMP9,MMP2,COL6A3,ADAM9,COL9A1,COL10A1,MMP15,MMP7,COL4A1
Termination of O-glycan biosynthesis	R-HSA-977068	0.5113991963233321	1.0111320151324814	0.3119532491493344	1.0	0.5165344876141246	14	ST3GAL4,MUC5B,MUC1,MUC5AC	ST3GAL3,MUC1,MUC15,ST6GALNAC3,MUC21,ST6GAL1,MUC3A,MUC4,MUC20,ST6GALNAC2,ST3GAL2,ST3GAL1,MUC17,MUC16,ST6GALNAC4,ST3GAL4,MUC6,MUC5B,MUC13,MUC5AC,MUC7,MUC12
Regulation of Glucokinase by Glucokinase Regulatory Protein	R-HSA-170822	0.509357454777531	0.9998233311834723	0.3173960127783433	1.0	0.5236417680981565	14	GCK,GCKR	NUP93,NUP35,NUP54,GCK,NDC1,GCKR,RANBP2,POM121C,NUP188,NUP210,NUP133,NUP98,NUP58,NUP62,NUP37,SEC13,NUP85,NUP155,NUP107,RAE1,SEH1L,NUP88,NUP50,POM121,NUP153,NUP42,TPR,NUP43,NUP160,NUP214,AAAS
Defective TPR may confer susceptibility towards thyroid papillary carcinoma (TPC)	R-HSA-5619107	0.509357454777531	0.9998233311834723	0.3173960127783433	1.0	0.5236417680981565	14	GCK,GCKR	NUP93,NUP35,NUP54,NDC1,GCK,GCKR,RANBP2,POM121C,NUP210,NUP188,NUP133,NUP98,NUP58,NUP62,NUP37,SEC13,NUP85,NUP155,NUP107,RAE1,SEH1L,NUP88,NUP50,POM121,NUP153,NUP42,TPR,NUP43,NUP160,NUP214,AAAS
CD209 (DC-SIGN) signaling	R-HSA-5621575	0.5290029991855154	0.9994238640210077	0.317589404261414	1.0	0.5236417680981565	10	EP300	HRAS,PRKACG,RELA,ICAM3,RPS6KA5,ICAM2,RELB,PAK1,FYN,KRAS,NRAS,CREBBP,LYN,NFKB1,PAK2,CD209,RAF1,PAK3,PRKACA,EP300
"""Regulation of TBK1, IKKε (IKBKE)-mediated activation of IRF3, IRF7"	R-HSA-9824878	0.5458097594805533	0.9974175692606969	0.31856186682544485	1.0	0.5245053835478098	8	TRAF3,TICAM1,IKBKE	"UBB,TRAF3,LY96,TBK1,OPTN,TICAM1,TLR4,UBA52,TICAM2,UBC,RPS27A,IKBKE,CD14"""
Signaling by FGFR3 in disease	R-HSA-5655332	0.5071211528714199	0.9962184832211004	0.31914400071390303	1.0	0.5247248056744763	16	FGFR3,FGF5	FGFR3,HRAS,GRB2,FGF17,FGF4,GAB1,FGF5,PLCG1,SOS1,KRAS,PIK3R1,FGF1,FGF8,NRAS,FGF9,FGF16,PIK3CA,FGF18,FGF20,FGF23,FRS2
Heme degradation	R-HSA-189483	0.46442452526164146	0.9943539522391751	0.32005057786434654	1.0	0.5254762998924454	5	ABCG2	UGT1A1,SLCO1B3,UGT1A4,GSTA1,BLVRA,ABCC2,BLVRB,ABCC1,HMOX1,FABP1,ALB,HMOX2,SLCO2B1,ABCG2
Negative regulation of FGFR1 signaling	R-HSA-5654726	0.5031342037521424	0.9860236003529143	0.32412153191748594	1.0	0.5314138440554573	18	PTPN11,FGF10,FGF5	FGF22,UBB,GRB2,PTPN11,MAPK3,FGF17,FGF4,FGF5,MAPK1,UBA52,FGF1,FGF8,CBL,FGFR1,ANOS1,FGF9,UBC,RPS27A,FGF3,FGF6,KL,FGF23,FGF20,FRS2,FGF10
Modulation of host responses by IFN-stimulated genes	R-HSA-9909505	0.5415998551481791	0.9764037849670891	0.32886440658743665	1.0	0.5384348617657051	8		IFIH1,IKBKB,RIGI,FKBP5,HERC5,IFI27,EIF2AK3,IKBKG,IFI44,UBE2L6,IFI44L,CHUK,IFI6,HSPA5,ISG15,ATF6,TRIM25,ARIH1
Uptake of dietary cobalamins into enterocytes	R-HSA-9758881	0.5488683877331713	0.9732082609292145	0.3304498059311949	1.0	0.5402738785084851	7	CUBN,CTRB2	CBLIF,AMN,PRSS1,CTRB1,CTRB2,ABCD4,PRSS3,CUBN,LMBRD1
Platelet sensitization by LDL	R-HSA-432142	0.5205451555632035	0.9551575971686307	0.3394980054468406	1.0	0.5542921345912802	10	PTPN11	APOB,PTPN11,PPP2R5B,PPP2CB,PECAM1,PPP2R5D,PPP2R5A,PPP2R1B,FGR,MAPK14,PPP2CA,LRP8,PTPN6,PLA2G4A,PPP2R1A,PPP2R5E
Co-inhibition by CTLA4	R-HSA-389513	0.5004304087941693	0.9537117931301708	0.34022954897186164	1.0	0.5547117751019613	15	CTLA4	PPP2R5B,PTPN11,PPP2CB,CD80,AKT2,AKT3,PPP2R5D,PPP2R5A,CD86,FYN,PPP2R1B,CTLA4,LCK,PPP2CA,LYN,YES1,AKT1,PPP2R1A,SRC,PPP2R5E
Type I hemidesmosome assembly	R-HSA-446107	0.499842491329335	0.9494061805055326	0.3424140681635577	1.0	0.5567736015850866	6	PLEC,COL17A1,KRT5	PLEC,LAMC2,DST,KRT14,CD151,ITGA6,COL17A1,KRT5,LAMB3,ITGB4
Signaling by SCF-KIT	R-HSA-1433557	0.5004591797846379	0.9493419518714583	0.34244672330169146	1.0	0.5567736015850866	24	PTPN11,PIK3R1,JAK2,GRB10,FER	KITLG,GAB2,PIK3R2,HRAS,PTPN11,STAT1,STAT5B,SOS1,KRAS,GRAP2,FER,LCK,NRAS,PTPRU,TEC,CHEK1,VAV1,SRC,JAK2,PRKCA,RAC1,MMP9,GRB2,KIT,PIK3R3,FYN,PIK3R1,STAT5A,GRB10,LYN,STAT3,PIK3CA,GRB7,YES1,CMA1,GRAP
GPVI-mediated activation cascade	R-HSA-114604	0.49519855949588454	0.9458434449985471	0.34422844279228415	1.0	0.558893124478028	21	PTPN11,PLCG2,PIK3R1	PIK3R2,FCER1G,PIK3CB,PTPN11,PDPN,RHOG,PIK3R6,COL1A2,RAC2,GP6,LCK,PIK3R5,PLCG2,LAT,SYK,PRKCZ,VAV1,CLEC1B,MPIG6B,COL1A1,RAC1,VAV2,CDC42,RHOA,PIK3CG,PIK3R3,PDPK1,FYN,LCP2,PIK3R1,LYN,PTPN6,PIK3CA,RHOB
RHO GTPases activate IQGAPs	R-HSA-5626467	0.49918923061785064	0.9403622006591853	0.34703180416143153	1.0	0.5626632164559133	13	CTNNB1	TUBA3C,TUBB3,CDH1,CTNNA1,TUBB2A,TUBA1A,IQGAP3,CTNNB1,TUBB2B,TUBB6,TUBB8,RAC1,TUBA1C,TUBA4A,TUBA3D,TUBB8B,IQGAP2,ACTB,CDC42,TUBA3E,ACTG1,IQGAP1,TUBA8,MEN1,TUBA4B,TUBB4A,TUBAL3,CALM1,TUBB1,CLIP1,TUBA1B
Signaling by PDGFRA extracellular domain mutants	R-HSA-9673770	0.49775211331141034	0.9382492413974506	0.34811633823047305	1.0	0.5636398883537715	6	PIK3R1	PIK3R1,PIK3R2,HRAS,NRAS,GRB2,PIK3CB,STAT1,STAT3,PIK3CA,SOS1,KRAS
Activation of SMO	R-HSA-5635838	0.5240663030327786	0.9289463122772229	0.35291691028879746	1.0	0.5706222242428827	9	PTCH1	EFCAB7,EVC,IQCE,KIF3A,ARRB1,CDON,SHH,ARRB2,PTCH1,CSNK1A1,IHH,SMO,DHH,EVC2,BOC,GRK2,GAS1
SHC1 events in ERBB2 signaling	R-HSA-1250196	0.49382176594094085	0.9206170331251715	0.35725040614697234	1.0	0.5768311115826114	16	ERBB4,NRG1,EGFR,PRKCE	EREG,PRKCA,HRAS,NRG1,ERBB3,PTPN12,GRB2,BTC,PRKCE,ERBB4,SOS1,NRG2,KRAS,EGFR,NRG3,NRAS,HBEGF,SHC1,PRKCD,ERBB2,NRG4
RHO GTPases activate PAKs	R-HSA-5627123	0.5299067040204465	0.9174762322203048	0.35889314200760825	1.0	0.5786842524233021	8	MYH9,CDC42,MYH11	RAC1,CDC42,MYL6,MYL12B,MYL9,MYH11,PAK1,FLNA,PPP1CB,CTTN,MYLK,MYH10,PPP1R12B,PAK2,MYH9,PPP1R12A,CALM1,PAK3,LIMK1,NF2
Potential therapeutics for SARS	R-HSA-9679191	0.5054461693977729	0.9142385329296875	0.3605915208711641	1.0	0.5802679089550696	49	PLCG2,FURIN,IL6R,JAK2,VEGFA,TYK2	GATAD2A,ITGB1,IGHV1-2,JAK1,IGKV3-11,PDCD1,IGKV3-15,MTA2,ATP1A1,MBD3,IGHV1-46,IGKV2-30,PTGES3,IGHV4-34,MTA3,FXYD3,IL1R1,NR3C1,SAP30L,IGKV1D-39,CD79B,IMPDH2,IFNGR1,IGHV2-5,JAK2,FXYD1,IGHV3-48,IGKV1-17,IGHV3-11,GRB2,IGKV1D-12,SH3KBP1,BRMS1,IGHD,IGKV3D-20,ATP1A3,FXYD6,AP2S1,TLR7,IGKV1D-33,IGHV1-69,IGLV2-11,HDAC1,REST,RBBP4,RBBP7,IGHV3-33,CHD3,IGLV2-23,IFNAR2,GATAD2B,FXYD7,JAK3,IGKV2-28,IGLV3-21,IGHV3-30,IGKV1D-16,AP2A1,HSP90AB1,IGKV4-1,RCOR1,PLCG2,KDM1A,SIGMAR1,VAV1,IGHV4-39,IGHV2-70,S1PR1,IGKV1-33,IGHV3-23,CYSLTR1,IGKV1-5,ARID4B,ROCK2,BTK,CRBN,ATP1B1,MTA1,HSP90AA1,SAP30,IGLV3-25,AP2A2,IFNAR1,IGLV2-8,TYK2,IL6R,FXYD4,CUL3,IGLV2-14,IGKV1-39,BLNK,TBK1,CHD4,HDAC2,NFE2L2,IGLV3-27,IGLC2,IGKV3-20,FNTA,ITGA4,FKBP1A,BRD4,IGLV3-19,RIPK1,TLR9,AP2B1,HMG20B,IGLV1-51,IGHM,AP2M1,PHF21A,IGLV3-1,IGLV6-57,NCK1,VEGFA,ARID4A,RBX1,ATP1A2,IGLV1-44,KEAP1,FKBP4,FNTB,SOS1,IGLC3,TUBB,COMT,SAP18,STAT2,IGLV1-40,IFNGR2,IMPDH1,SYK,SUDS3,IGKV5-2,IGHV3-13,IGLV7-43,FURIN,ACE2,IGHV3-53,IGKV2D-28,FXYD2,IGHV3-7,ATP1B3,ATP1B2,IGLV1-47,ATP1A4,IGHV4-59,IGKV1-16,IGKV1-12,IGKV2D-30,IGKV2D-40,CD79A,ROCK1
SUMOylation of transcription cofactors	R-HSA-3899300	0.49143296483915505	0.913712247917548	0.36086806656145054	1.0	0.5802679089550696	22	NCOR2,EP300,MRTFA	NCOA1,NCOR2,PIAS4,PPARGC1A,PCGF2,ZNF350,RING1,PIAS3,PIAS1,MBD1,HIPK2,SUMO1,CTBP1,CREBBP,UBE2I,SUMO2,CBX8,MRTFA,BMI1,NPM1,TRIM28,DDX5,NRIP1,PARK7,UHRF2,PHC1,PIAS2,SUMO3,DAXX,TOPORS,ING2,DDX17,SAFB,RNF2,PHC3,NCOA2,CBX2,CBX4,SCMH1,SIN3A,EP300,ZNF131
Constitutive Signaling by NOTCH1 HD Domain Mutants	R-HSA-2691232	0.5276348564564973	0.9059296617372206	0.3649730833171032	1.0	0.5856132292895182	8	JAG1	UBB,ADAM17,DLL4,UBA52,MIB1,ADAM10,UBC,DLL1,JAG2,RPS27A,NEURL1,NOTCH1,NEURL1B,JAG1
Rap1 signalling	R-HSA-392517	0.5351724312945898	0.9055119710408405	0.3651942208315302	1.0	0.5856132292895182	7		PRKACB,PRKACG,YWHAZ,RAP1B,RAP1GAP2,RAP1GAP,RAPGEF4,RAP1A,RASGRP1,YWHAB,RAF1,PRKG1,PRKACA,RAPGEF3,RASGRP2
NCAM signaling for neurite out-growth	R-HSA-375165	0.4918125442377461	0.9014124962467678	0.36736903969817725	1.0	0.5882937087769441	14	PTK2,MAPK3,NCAM1	SPTBN2,NCAM1,HRAS,CREB1,GRB2,MAPK3,RPS6KA5,MAPK1,SPTBN1,SOS1,FYN,SPTB,KRAS,SPTA1,SPTBN5,NRAS,SPTAN1,SPTBN4,FGFR1,PTK2,SRC
HDR through Homologous Recombination (HRR)	R-HSA-5685942	0.4958891292725673	0.8982400297450198	0.36905759662948157	1.0	0.5901892345552175	27	RPA1,BRCA2,EXO1,RAD51B,RAD50,ATM	ATM,RFC3,UBB,PCNA,BLM,RFC2,RPA1,MRE11,POLK,BRCA1,RPA2,POLE4,RAD50,RAD51C,RMI2,POLD4,RFC4,BRIP1,RMI1,UBA52,POLD1,PALB2,RAD51AP1,RAD51D,EXO1,RPS27A,RFC1,RFC5,POLE3,BRCA2,XRCC2,RAD51B,POLE2,DNA2,POLD3,SEM1,BARD1,POLE,RBBP8,RAD51,UBC,XRCC3,POLH,TOP3A,NBN,KAT5,POLD2,RPA3
Conversion from APC/C:Cdc20 to APC/C:Cdh1 in late anaphase	R-HSA-176407	0.48964553631212215	0.8946923643307576	0.37095156156386677	1.0	0.5915994208296865	6	ANAPC4	ANAPC4,CDC16,UBE2D1,UBE2E1,CDC14A,ANAPC7,ANAPC11,ANAPC1,CDC23,ANAPC16,UBE2S,ANAPC15,CDC20,UBE2C,FZR1,ANAPC2,ANAPC5,CDC26,CDC27
Phosphorylation of the APC/C	R-HSA-176412	0.48964553631212215	0.8946923643307576	0.37095156156386677	1.0	0.5915994208296865	6	ANAPC4	ANAPC10,CCNB1,ANAPC4,CDC16,UBE2D1,UBE2E1,ANAPC7,ANAPC11,ANAPC1,CDC23,ANAPC16,UBE2S,ANAPC15,UBE2C,CDK1,ANAPC2,ANAPC5,CDC26,CDC27
Spry regulation of FGF signaling	R-HSA-1295596	0.5087026319976597	0.8923858492754195	0.3721861532369446	1.0	0.5927596909182401	10	SPRY2,PTPN11	GRB2,PTPN11,MAPK3,PPP2CB,MAPK1,SPRY2,UBA52,CBL,MKNK1,BRAF,PPP2CA,UBC,RPS27A,PPP2R1A,SRC
Phospholipase C-mediated cascade: FGFR1	R-HSA-5654219	0.48985836451502135	0.8865168689515499	0.37533906815727236	1.0	0.5969678512596618	12	FGF10,FGF5	FGF22,FGF17,FGF4,FGF5,PLCG1,FGF1,FGF8,FGFR1,FGF9,FGF3,FGF6,KL,FGF23,FGF20,FGF10
PPARA activates gene expression	R-HSA-1989781	0.49612326720374617	0.8754961955133493	0.3813039793782813	1.0	0.6056309128983842	64	FADS1,ANGPTL4,AHR,HELZ2,NCOA2,TBL1XR1,APOA5,MED19,MED13L,BMAL1,RORA,NCOR2,ABCA1,PPARG,EP300,PPARGC1A,CYP7A1,HMGCR,PPARGC1B	NR1H3,NCOR2,MED20,CCNC,ANKRD1,G0S2,MED16,ABCB4,MED22,ESRRA,GPS2,TXNRD1,HELZ2,NR1H2,TRIB3,HMGCS1,FAM120B,CYP1A1,MED27,MED13L,MED24,MED11,ALAS1,MED14,CDK19,RXRB,HMGCS2,NR1H4,RXRA,NFYB,TGS1,CPT1A,FDFT1,CREBBP,TNFRSF21,SREBF1,NCOR1,MED9,MED15,PPARGC1B,ARNT,SULT2A1,MED26,PPARA,CARM1,MED21,NCOA2,CHD9,NRF1,MED23,APOA5,MED1,ABCA1,GLIPR1,GRHL1,MED4,NFYA,NCOA1,CYP4A11,NR1D1,BMAL1,CYP7A1,AGT,ACADM,MED13,MED25,ARNT2,RORA,SMARCD3,PPARG,FADS1,MED29,PEX11A,MED7,FABP1,SREBF2,MED17,ACSL1,MED8,NFYC,EP300,MED10,SP1,HMGCR,PLIN2,PPARGC1A,ME1,MED30,TBL1X,CDK8,THRAP3,MED18,MED28,HDAC3,MED12,MED31,FHL2,ANGPTL4,TIAM2,ACOX1,RGL1,MTF1,MED6,NCOA3,CD36,MED19,NCOA6,AHR,CLOCK,NPAS2,SLC27A1,TBL1XR1,APOA2,UGT1A9,CPT2
Signal regulatory protein family interactions	R-HSA-391160	0.5043889137008117	0.8692851499488271	0.3846911832688713	1.0	0.6098440582341008	10	PTPN11	GRB2,PTPN11,CD47,SFTPA1,SKAP2,SFTPD,TYROBP,SFTPA2,SIRPA,FYB1,PTK2,PTPN6,SIRPB1,SIRPG,SRC
Downregulation of ERBB2:ERBB3 signaling	R-HSA-1358803	0.512423703665648	0.8682666398566806	0.3852483803499973	1.0	0.6098440582341008	9	NRG1	USP8,NRG1,UBB,ERBB3,RNF41,UBC,RPS27A,AKT2,AKT3,ERBB2,AKT1,NRG2
ALK mutants bind TKIs	R-HSA-9700645	0.5123286438009961	0.86776753247227	0.38552160738665564	1.0	0.6098440582341008	9	BCL11A	STRN,PPM1B,BCL11A,ALK,HIP1,NPM1,EIF2AK3,CLTC,EML4,PRKAR1A,BIRC6
