approvedSymbol	geneId	ID	Term	uniqueDiseases
PEA15	ENSG00000162734	R-HSA-162582	Signal Transduction	1
PEAK1	ENSG00000173517	R-HSA-162582	Signal Transduction	4
PECAM1	ENSG00000261371	R-HSA-168256	Immune System	7
PELI1	ENSG00000197329	R-HSA-1280215;R-HSA-168256;R-HSA-937039;R-HSA-975144;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;IRAK1 recruits IKK complex;IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation;Signaling by Interleukins	4
PENK	ENSG00000181195	R-HSA-162582;R-HSA-597592	Signal Transduction;Post-translational protein modification	1
PER3	ENSG00000049246	R-HSA-9931530	Phosphorylation and nuclear translocation of the CRY:PER:kinase complex	1
PERP	ENSG00000112378	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	1
PES1	ENSG00000100029	R-HSA-72312	rRNA processing	1
PEX10	ENSG00000157911	R-HSA-9033241;R-HSA-8866654;R-HSA-8852135;R-HSA-597592	Peroxisomal protein import;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	1
PEX13	ENSG00000162928	R-HSA-9603798;R-HSA-9033241;R-HSA-8866654;R-HSA-8852135;R-HSA-597592	Class I peroxisomal membrane protein import;Peroxisomal protein import;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	5
PEX14	ENSG00000142655	R-HSA-9603798;R-HSA-9033241;R-HSA-8866654;R-HSA-8852135;R-HSA-597592	Class I peroxisomal membrane protein import;Peroxisomal protein import;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	9
PEX2	ENSG00000164751	R-HSA-9603798;R-HSA-9033241;R-HSA-8866654;R-HSA-8852135;R-HSA-597592	Class I peroxisomal membrane protein import;Peroxisomal protein import;E3 ubiquitin ligases ubiquitinate target proteins;Protein ubiquitination;Post-translational protein modification	2
PEX26	ENSG00000215193	R-HSA-9603798;R-HSA-9033241	Class I peroxisomal membrane protein import;Peroxisomal protein import	1
PEX3	ENSG00000034693	R-HSA-9603798	Class I peroxisomal membrane protein import	5
PFDN1	ENSG00000113068	R-HSA-389957;R-HSA-389958	Prefoldin mediated transfer of substrate  to CCT/TriC;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	1
PFDN4	ENSG00000101132	R-HSA-389957;R-HSA-389958	Prefoldin mediated transfer of substrate  to CCT/TriC;Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	1
PFKFB2	ENSG00000123836	R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	1
PFKFB3	ENSG00000170525	R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	5
PFKFB4	ENSG00000114268	R-HSA-9634600	Regulation of glycolysis by fructose 2,6-bisphosphate metabolism	2
PFN2	ENSG00000070087	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	1
PGAM2	ENSG00000164708	R-HSA-70263	Gluconeogenesis	1
PGLYRP1	ENSG00000008438	R-HSA-168256;R-HSA-6803157	Immune System;Antimicrobial peptides	3
PGM1	ENSG00000079739	R-HSA-8982491;R-HSA-168256;R-HSA-3322077;R-HSA-1643685	Glycogen metabolism;Immune System;Glycogen synthesis;Disease	2
PGR	ENSG00000082175	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-9006934;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Signaling by Receptor Tyrosine Kinases;Post-translational protein modification	6
PGRMC2	ENSG00000164040	R-HSA-162582	Signal Transduction	1
PGS1	ENSG00000087157	R-HSA-8955332;R-HSA-597592	Carboxyterminal post-translational modifications of tubulin;Post-translational protein modification	5
PHC3	ENSG00000173889	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-4570464;R-HSA-8953750;R-HSA-597592	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);SUMOylation of RNA binding proteins;Transcriptional Regulation by E2F6;Post-translational protein modification	1
PHF1	ENSG00000112511	R-HSA-74160	Gene expression (Transcription)	1
PHF19	ENSG00000119403	R-HSA-74160	Gene expression (Transcription)	4
PHF20	ENSG00000025293	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	2
PHF21A	ENSG00000135365	R-HSA-1643685	Disease	4
PHF8	ENSG00000172943	R-HSA-2299718	Condensation of Prophase Chromosomes	1
PHIP	ENSG00000146247	R-HSA-162582;R-HSA-9706574	Signal Transduction;RHOBTB GTPase Cycle	1
PHLDA1	ENSG00000139289	R-HSA-74160	Gene expression (Transcription)	4
PHYH	ENSG00000107537	R-HSA-9033241	Peroxisomal protein import	1
PI4KA	ENSG00000241973	R-HSA-1660514	Synthesis of PIPs at the Golgi membrane	1
PIAS1	ENSG00000033800	R-HSA-1280215;R-HSA-168256;R-HSA-3232142;R-HSA-5696395;R-HSA-597592	Cytokine Signaling in Immune system;Immune System;SUMOylation of ubiquitinylation proteins;Formation of Incision Complex in GG-NER;Post-translational protein modification	6
PICALM	ENSG00000073921	R-HSA-162582	Signal Transduction	8
PIDD1	ENSG00000177595	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	6
PIGC	ENSG00000135845	R-HSA-597592	Post-translational protein modification	1
PIGH	ENSG00000100564	R-HSA-597592	Post-translational protein modification	1
PIGU	ENSG00000101464	R-HSA-597592	Post-translational protein modification	13
PIGX	ENSG00000163964	R-HSA-597592	Post-translational protein modification	1
PIK3C3	ENSG00000078142	R-HSA-162582;R-HSA-168256;R-HSA-1660514;R-HSA-1643685;R-HSA-9679504;R-HSA-9694676;R-HSA-9006934	Signal Transduction;Immune System;Synthesis of PIPs at the Golgi membrane;Disease;Translation of Replicase and Assembly of the Replication Transcription Complex_9679504;Translation of Replicase and Assembly of the Replication Transcription Complex_9694676;Signaling by Receptor Tyrosine Kinases	8
PIK3CA	ENSG00000121879	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-912631;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Regulation of signaling by CBL;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	1
PIK3CB	ENSG00000051382	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-912631;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Regulation of signaling by CBL;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	2
PIK3CD	ENSG00000171608	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-912631;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Regulation of signaling by CBL;Diseases of signal transduction by growth factor receptors and second messengers	1
PIK3R1	ENSG00000145675	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-912631;R-HSA-9006934;R-HSA-5663202;R-HSA-6785807	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Regulation of signaling by CBL;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	14
PIK3R3	ENSG00000117461	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-449147;R-HSA-912631;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Signaling by Interleukins;Regulation of signaling by CBL;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	3
PIK3R4	ENSG00000196455	R-HSA-162582;R-HSA-168256;R-HSA-1660514;R-HSA-1643685;R-HSA-9679504;R-HSA-9694676;R-HSA-9006934	Signal Transduction;Immune System;Synthesis of PIPs at the Golgi membrane;Disease;Translation of Replicase and Assembly of the Replication Transcription Complex_9679504;Translation of Replicase and Assembly of the Replication Transcription Complex_9694676;Signaling by Receptor Tyrosine Kinases	1
PIK3R5	ENSG00000141506	R-HSA-162582;R-HSA-168256;R-HSA-392451;R-HSA-1643685;R-HSA-397795;R-HSA-5663202	Signal Transduction;Immune System;G beta:gamma signalling through PI3Kgamma;Disease;G-protein beta:gamma signalling;Diseases of signal transduction by growth factor receptors and second messengers	5
PILRA	ENSG00000085514	R-HSA-168256	Immune System	4
PILRB	ENSG00000121716	R-HSA-168256	Immune System	1
PIM1	ENSG00000137193	R-HSA-1280215;R-HSA-168256;R-HSA-1643685;R-HSA-449147;R-HSA-5663202;R-HSA-6785807	Cytokine Signaling in Immune system;Immune System;Disease;Signaling by Interleukins;Diseases of signal transduction by growth factor receptors and second messengers;Interleukin-4 and Interleukin-13 signaling	1
PIN1	ENSG00000127445	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-74160;R-HSA-1169408	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Gene expression (Transcription);ISG15 antiviral mechanism	1
PIP4K2A	ENSG00000150867	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	10
PIP4K2B	ENSG00000276293	R-HSA-162582;R-HSA-212436;R-HSA-73857;R-HSA-74160	Signal Transduction;Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1
PIP5K1B	ENSG00000107242	R-HSA-162582	Signal Transduction	1
PIPOX	ENSG00000179761	R-HSA-9033241	Peroxisomal protein import	2
PIR	ENSG00000087842	R-HSA-8963743;R-HSA-8935690	Digestion and absorption;Digestion	1
PITPNA	ENSG00000174238	R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-418890;R-HSA-449147	Cytokine Signaling in Immune system;Immune System;Developmental Biology;Role of second messengers in netrin-1 signaling;Signaling by Interleukins	1
PITX2	ENSG00000164093	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-8864260	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	41
PIWIL1	ENSG00000125207	R-HSA-74160;R-HSA-5601884;R-HSA-211000	Gene expression (Transcription);PIWI-interacting RNA (piRNA) biogenesis;Gene Silencing by RNA	1
PJA1	ENSG00000181191	R-HSA-168256	Immune System	8
PJA2	ENSG00000198961	R-HSA-168256	Immune System	5
PKD1	ENSG00000008710	R-HSA-5620916;R-HSA-5620920	VxPx cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	1
PKD2	ENSG00000118762	R-HSA-5620916;R-HSA-5620920	VxPx cargo-targeting to cilium;Cargo trafficking to the periciliary membrane	2
PKLR	ENSG00000143627	R-HSA-1266738;R-HSA-1643685;R-HSA-70268	Developmental Biology;Disease;Pyruvate metabolism	4
PKN1	ENSG00000123143	R-HSA-162582;R-HSA-5625886	Signal Transduction;Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3	3
PKN2	ENSG00000065243	R-HSA-162582	Signal Transduction	12
PKN3	ENSG00000160447	R-HSA-162582	Signal Transduction	4
PKP1	ENSG00000081277	R-HSA-168256;R-HSA-1266738	Immune System;Developmental Biology	1
PKP2	ENSG00000057294	R-HSA-1266738	Developmental Biology	3
PKP4	ENSG00000144283	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	5
PLA2G2F	ENSG00000158786	R-HSA-1482801;R-HSA-1482925;R-HSA-1482922;R-HSA-1483166;R-HSA-1482788;R-HSA-1482839	Acyl chain remodelling of PS;Acyl chain remodelling of PG;Acyl chain remodelling of PI;Synthesis of PA;Acyl chain remodelling of PC;Acyl chain remodelling of PE	2
PLA2G3	ENSG00000100078	R-HSA-1482925;R-HSA-1482788;R-HSA-1482839	Acyl chain remodelling of PG;Acyl chain remodelling of PC;Acyl chain remodelling of PE	1
PLA2G4A	ENSG00000116711	R-HSA-162582;R-HSA-1482801;R-HSA-418592;R-HSA-1482925;R-HSA-1482922;R-HSA-392518;R-HSA-1483166;R-HSA-1482788;R-HSA-1482839;R-HSA-8856688;R-HSA-2142753	Signal Transduction;Acyl chain remodelling of PS;ADP signalling through P2Y purinoceptor 1;Acyl chain remodelling of PG;Acyl chain remodelling of PI;Signal amplification;Synthesis of PA;Acyl chain remodelling of PC;Acyl chain remodelling of PE;Golgi-to-ER retrograde transport;Arachidonate metabolism	1
PLA2G5	ENSG00000127472	R-HSA-1482801;R-HSA-1482925;R-HSA-1482922;R-HSA-1483166;R-HSA-1482788;R-HSA-1482839	Acyl chain remodelling of PS;Acyl chain remodelling of PG;Acyl chain remodelling of PI;Synthesis of PA;Acyl chain remodelling of PC;Acyl chain remodelling of PE	1
PLA2G6	ENSG00000184381	R-HSA-168256;R-HSA-1482788;R-HSA-1482839;R-HSA-8856688	Immune System;Acyl chain remodelling of PC;Acyl chain remodelling of PE;Golgi-to-ER retrograde transport	10
PLA2R1	ENSG00000153246	R-HSA-1482801;R-HSA-1482925;R-HSA-1482922;R-HSA-1483166;R-HSA-1482788;R-HSA-1482839	Acyl chain remodelling of PS;Acyl chain remodelling of PG;Acyl chain remodelling of PI;Synthesis of PA;Acyl chain remodelling of PC;Acyl chain remodelling of PE	3
PLAU	ENSG00000122861	R-HSA-168256	Immune System	5
PLAUR	ENSG00000011422	R-HSA-168256;R-HSA-597592	Immune System;Post-translational protein modification	5
PLB1	ENSG00000163803	R-HSA-1482788	Acyl chain remodelling of PC	3
PLBD1	ENSG00000121316	R-HSA-1482922;R-HSA-1482788;R-HSA-1482839	Acyl chain remodelling of PI;Acyl chain remodelling of PC;Acyl chain remodelling of PE	2
PLCB1	ENSG00000182621	R-HSA-162582;R-HSA-434316;R-HSA-500657;R-HSA-418217;R-HSA-400451;R-HSA-399997;R-HSA-451326;R-HSA-397795	Signal Transduction;Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion;Presynaptic function of Kainate receptors;G beta:gamma signalling through PLC beta;Free fatty acids regulate insulin secretion;Acetylcholine regulates insulin secretion;Activation of kainate receptors upon glutamate binding;G-protein beta:gamma signalling	4
PLCB2	ENSG00000137841	R-HSA-162582;R-HSA-434316;R-HSA-500657;R-HSA-418217;R-HSA-400451;R-HSA-399997;R-HSA-451326;R-HSA-397795	Signal Transduction;Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion;Presynaptic function of Kainate receptors;G beta:gamma signalling through PLC beta;Free fatty acids regulate insulin secretion;Acetylcholine regulates insulin secretion;Activation of kainate receptors upon glutamate binding;G-protein beta:gamma signalling	1
PLCB3	ENSG00000149782	R-HSA-162582;R-HSA-434316;R-HSA-500657;R-HSA-418217;R-HSA-400451;R-HSA-399997;R-HSA-451326;R-HSA-397795	Signal Transduction;Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion;Presynaptic function of Kainate receptors;G beta:gamma signalling through PLC beta;Free fatty acids regulate insulin secretion;Acetylcholine regulates insulin secretion;Activation of kainate receptors upon glutamate binding;G-protein beta:gamma signalling	1
PLCB4	ENSG00000101333	R-HSA-162582	Signal Transduction	3
PLCG1	ENSG00000124181	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1266738;R-HSA-1643685;R-HSA-418890;R-HSA-1169408;R-HSA-9006934;R-HSA-5663202	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Developmental Biology;Disease;Role of second messengers in netrin-1 signaling;ISG15 antiviral mechanism;Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	8
PLCG2	ENSG00000197943	R-HSA-162582;R-HSA-1280215;R-HSA-168256;R-HSA-1643685	Signal Transduction;Cytokine Signaling in Immune system;Immune System;Disease	14
PLD2	ENSG00000129219	R-HSA-162582;R-HSA-168256;R-HSA-1483166	Signal Transduction;Immune System;Synthesis of PA	1
PLD4	ENSG00000166428	R-HSA-168256	Immune System	3
PLEKHG1	ENSG00000120278	R-HSA-162582	Signal Transduction	8
PLEKHG3	ENSG00000126822	R-HSA-162582	Signal Transduction	1
PLEKHG4B	ENSG00000153404	R-HSA-162582	Signal Transduction	3
PLEKHG5	ENSG00000171680	R-HSA-162582	Signal Transduction	1
PLEKHG6	ENSG00000008323	R-HSA-162582	Signal Transduction	3
PLG	ENSG00000122194	R-HSA-162582;R-HSA-9006934	Signal Transduction;Signaling by Receptor Tyrosine Kinases	19
PLK2	ENSG00000145632	R-HSA-212436;R-HSA-73857;R-HSA-74160;R-HSA-1643685;R-HSA-9662834	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription);Disease;CD163 mediating an anti-inflammatory response	5
PLPP4	ENSG00000203805	R-HSA-168256	Immune System	1
PLPPR1	ENSG00000148123	R-HSA-162582;R-HSA-419408	Signal Transduction;Lysosphingolipid and LPA receptors	3
PLPPR3	ENSG00000129951	R-HSA-162582;R-HSA-419408	Signal Transduction;Lysosphingolipid and LPA receptors	4
PLPPR5	ENSG00000117598	R-HSA-162582;R-HSA-419408	Signal Transduction;Lysosphingolipid and LPA receptors	2
PLTP	ENSG00000100979	R-HSA-162582;R-HSA-8964058;R-HSA-8963899	Signal Transduction;HDL remodeling;Plasma lipoprotein remodeling	8
PLXNA1	ENSG00000114554	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	1
PLXNA2	ENSG00000076356	R-HSA-1266738	Developmental Biology	4
PLXNA4	ENSG00000221866	R-HSA-212436;R-HSA-73857;R-HSA-1266738;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription)	1
PLXNB3	ENSG00000198753	R-HSA-1266738	Developmental Biology	1
PLXNC1	ENSG00000136040	R-HSA-1266738	Developmental Biology	8
PLXND1	ENSG00000004399	R-HSA-162582;R-HSA-1266738	Signal Transduction;Developmental Biology	3
PMAIP1	ENSG00000141682	R-HSA-212436;R-HSA-73857;R-HSA-74160	Generic Transcription Pathway;RNA Polymerase II Transcription;Gene expression (Transcription)	1
PMCH	ENSG00000183395	R-HSA-162582	Signal Transduction	5
PMEL	ENSG00000185664	R-HSA-1266738	Developmental Biology	1
PMF1	ENSG00000160783	R-HSA-162582	Signal Transduction	5
PML	ENSG00000140464	R-HSA-162582;R-HSA-1280215;R-HSA-212436;R-HSA-168256;R-HSA-73857;R-HSA-1266738;R-HSA-74160;R-HSA-3232142;R-HSA-1643685;R-HSA-597592	Signal Transduction;Cytokine Signaling in Immune system;Generic Transcription Pathway;Immune System;RNA Polymerase II Transcription;Developmental Biology;Gene expression (Transcription);SUMOylation of ubiquitinylation proteins;Disease;Post-translational protein modification	4
PMM1	ENSG00000100417	R-HSA-597592	Post-translational protein modification	4
PMP22	ENSG00000109099	R-HSA-1266738	Developmental Biology	1
PMVK	ENSG00000163344	R-HSA-191273;R-HSA-8957322;R-HSA-1655829	Cholesterol biosynthesis;Metabolism of steroids;Regulation of cholesterol biosynthesis by SREBP (SREBF)	4
PNKD	ENSG00000127838	R-HSA-9864848	Complex IV assembly	1
PNLIPRP2	ENSG00000266200	R-HSA-8963743;R-HSA-8935690	Digestion and absorption;Digestion	1
PNMT	ENSG00000141744	R-HSA-209776	Metabolism of amine-derived hormones	1
PNO1	ENSG00000115946	R-HSA-72312	rRNA processing	1
PNOC	ENSG00000168081	R-HSA-162582	Signal Transduction	1
PNPLA2	ENSG00000177666	R-HSA-74160;R-HSA-597592;R-HSA-1482883	Gene expression (Transcription);Post-translational protein modification;Acyl chain remodeling of DAG and TAG	1
PNPLA3	ENSG00000100344	R-HSA-1482883	Acyl chain remodeling of DAG and TAG	45
POFUT1	ENSG00000101346	R-HSA-162582	Signal Transduction	1
POLA1	ENSG00000101868	R-HSA-113510;R-HSA-69205;R-HSA-113501;R-HSA-1643685	E2F mediated regulation of DNA replication;G1/S-Specific Transcription;Inhibition of replication initiation of damaged DNA by RB1/E2F1;Disease	9
POLA2	ENSG00000014138	R-HSA-113510;R-HSA-113501;R-HSA-1643685	E2F mediated regulation of DNA replication;Inhibition of replication initiation of damaged DNA by RB1/E2F1;Disease	1
POLB	ENSG00000070501	R-HSA-597592	Post-translational protein modification	1
POLD1	ENSG00000062822	R-HSA-6782210;R-HSA-6782135;R-HSA-6781827	Gap-filling DNA repair synthesis and ligation in TC-NER;Dual incision in TC-NER;Transcription-Coupled Nucleotide Excision Repair (TC-NER)	5
POLD3	ENSG00000077514	R-HSA-6782210;R-HSA-6782135;R-HSA-6781827	Gap-filling DNA repair synthesis and ligation in TC-NER;Dual incision in TC-NER;Transcription-Coupled Nucleotide Excision Repair (TC-NER)	10
POLG	ENSG00000140521	R-HSA-8854214;R-HSA-9007101	TBC/RABGAPs;Rab regulation of trafficking	3
POLK	ENSG00000122008	R-HSA-6782210;R-HSA-6782135;R-HSA-6781827	Gap-filling DNA repair synthesis and ligation in TC-NER;Dual incision in TC-NER;Transcription-Coupled Nucleotide Excision Repair (TC-NER)	1
POLR1B	ENSG00000125630	R-HSA-73863;R-HSA-74160;R-HSA-73772;R-HSA-5250941;R-HSA-427413;R-HSA-73762;R-HSA-73864;R-HSA-73854	RNA Polymerase I Transcription Termination;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	2
POLR1F	ENSG00000105849	R-HSA-73863;R-HSA-74160;R-HSA-73772;R-HSA-5250941;R-HSA-427413;R-HSA-73762;R-HSA-73864;R-HSA-73854	RNA Polymerase I Transcription Termination;Gene expression (Transcription);RNA Polymerase I Promoter Escape;Negative epigenetic regulation of rRNA expression;NoRC negatively regulates rRNA expression;RNA Polymerase I Transcription Initiation;RNA Polymerase I Transcription;RNA Polymerase I Promoter Clearance	3
POLR2A	ENSG00000181222	R-HSA-162582;R-HSA-167160;R-HSA-77075;R-HSA-72086;R-HSA-113418;R-HSA-167158;R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-212436;R-HSA-6803529;R-HSA-72165;R-HSA-167152;R-HSA-167246;R-HSA-167169;R-HSA-167200;R-HSA-73857;R-HSA-6781823;R-HSA-1266738;R-HSA-9670095;R-HSA-74160;R-HSA-5601884;R-HSA-168325;R-HSA-203927;R-HSA-167242;R-HSA-1643685;R-HSA-167290;R-HSA-167243;R-HSA-167287;R-HSA-167238;R-HSA-674695;R-HSA-112382;R-HSA-75955;R-HSA-167172;R-HSA-6782210;R-HSA-5578749;R-HSA-211000;R-HSA-6807505;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-6781827;R-HSA-9006934;R-HSA-5663202	Signal Transduction;RNA Pol II CTD phosphorylation and interaction with CE during HIV infection;RNA Pol II CTD phosphorylation and interaction with CE;mRNA Capping;Formation of the Early Elongation Complex;Formation of the HIV-1 Early Elongation Complex;RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;Generic Transcription Pathway;FGFR2 alternative splicing;mRNA Splicing - Minor Pathway;Formation of HIV elongation complex in the absence of HIV Tat;Tat-mediated elongation of the HIV-1 transcript;HIV Transcription Elongation;Formation of HIV-1 elongation complex containing HIV-1 Tat;RNA Polymerase II Transcription;Formation of TC-NER Pre-Incision Complex;Developmental Biology;Inhibition of DNA recombination at telomere;Gene expression (Transcription);PIWI-interacting RNA (piRNA) biogenesis;Viral Messenger RNA Synthesis;MicroRNA (miRNA) biogenesis;Abortive elongation of HIV-1 transcript in the absence of Tat;Disease;Pausing and recovery of HIV elongation;Tat-mediated HIV elongation arrest and recovery;HIV elongation arrest and recovery;Pausing and recovery of Tat-mediated HIV elongation;RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;Transcription of the HIV genome;Gap-filling DNA repair synthesis and ligation in TC-NER;Transcriptional regulation by small RNAs;Gene Silencing by RNA;RNA polymerase II transcribes snRNA genes;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	4
POLR2B	ENSG00000047315	R-HSA-162582;R-HSA-167160;R-HSA-77075;R-HSA-72086;R-HSA-113418;R-HSA-167158;R-HSA-73779;R-HSA-167161;R-HSA-76042;R-HSA-75953;R-HSA-167162;R-HSA-73776;R-HSA-212436;R-HSA-6803529;R-HSA-72165;R-HSA-167152;R-HSA-167246;R-HSA-167169;R-HSA-167200;R-HSA-73857;R-HSA-6781823;R-HSA-1266738;R-HSA-9670095;R-HSA-74160;R-HSA-5601884;R-HSA-168325;R-HSA-203927;R-HSA-167242;R-HSA-1643685;R-HSA-167290;R-HSA-167243;R-HSA-167287;R-HSA-167238;R-HSA-674695;R-HSA-112382;R-HSA-75955;R-HSA-167172;R-HSA-6782210;R-HSA-5578749;R-HSA-211000;R-HSA-6807505;R-HSA-6782135;R-HSA-162587;R-HSA-162599;R-HSA-168273;R-HSA-6781827;R-HSA-9006934;R-HSA-5663202	Signal Transduction;RNA Pol II CTD phosphorylation and interaction with CE during HIV infection;RNA Pol II CTD phosphorylation and interaction with CE;mRNA Capping;Formation of the Early Elongation Complex;Formation of the HIV-1 Early Elongation Complex;RNA Polymerase II Transcription Pre-Initiation And Promoter Opening;HIV Transcription Initiation;RNA Polymerase II Transcription Initiation And Promoter Clearance;RNA Polymerase II Transcription Initiation;RNA Polymerase II HIV Promoter Escape;RNA Polymerase II Promoter Escape;Generic Transcription Pathway;FGFR2 alternative splicing;mRNA Splicing - Minor Pathway;Formation of HIV elongation complex in the absence of HIV Tat;Tat-mediated elongation of the HIV-1 transcript;HIV Transcription Elongation;Formation of HIV-1 elongation complex containing HIV-1 Tat;RNA Polymerase II Transcription;Formation of TC-NER Pre-Incision Complex;Developmental Biology;Inhibition of DNA recombination at telomere;Gene expression (Transcription);PIWI-interacting RNA (piRNA) biogenesis;Viral Messenger RNA Synthesis;MicroRNA (miRNA) biogenesis;Abortive elongation of HIV-1 transcript in the absence of Tat;Disease;Pausing and recovery of HIV elongation;Tat-mediated HIV elongation arrest and recovery;HIV elongation arrest and recovery;Pausing and recovery of Tat-mediated HIV elongation;RNA Polymerase II Pre-transcription Events;Formation of RNA Pol II elongation complex;RNA Polymerase II Transcription Elongation;Transcription of the HIV genome;Gap-filling DNA repair synthesis and ligation in TC-NER;Transcriptional regulation by small RNAs;Gene Silencing by RNA;RNA polymerase II transcribes snRNA genes;Dual incision in TC-NER;HIV Life Cycle;Late Phase of HIV Life Cycle;Influenza Viral RNA Transcription and Replication;Transcription-Coupled Nucleotide Excision Repair (TC-NER);Signaling by Receptor Tyrosine Kinases;Diseases of signal transduction by growth factor receptors and second messengers	1
